# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;-1;44.08;0.00;13.94;2.66;0.12;39.20
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;0;31.96;0.00;13.45;0.16;0.16;54.27
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;1;34.15;0.00;11.61;0.09;0.11;54.04
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;2;43.79;0.00;18.20;3.45;0.24;34.32
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;3;41.18;0.00;13.44;1.68;0.09;43.61
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;4;51.34;0.00;11.43;0.30;0.14;36.78
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;5;39.86;0.00;9.68;0.10;0.07;50.29
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;6;46.46;0.00;10.53;2.47;0.09;40.46
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;7;44.33;0.00;21.75;0.23;0.07;33.62
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;8;44.68;0.00;15.09;6.49;0.05;33.68
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;9;37.47;0.00;14.23;0.69;0.07;47.54
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;10;35.33;0.00;12.45;0.96;0.07;51.19
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;11;44.40;0.00;14.75;5.35;0.07;35.44
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;12;48.69;0.00;14.38;2.49;0.12;34.32
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;13;32.94;0.00;15.02;1.47;0.09;50.48
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;14;42.35;0.00;12.52;1.03;0.09;44.02
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;15;33.57;0.00;13.12;1.37;0.09;51.84
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;16;48.45;0.00;14.77;0.00;0.05;36.73
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;17;63.39;0.00;7.78;0.10;0.09;28.64
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;18;47.38;0.00;16.38;0.02;0.09;36.13
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;19;42.57;0.00;14.12;0.02;0.20;43.09
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;20;36.96;0.00;15.87;0.47;0.11;46.59
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;21;58.83;0.00;13.58;0.28;0.09;27.22
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;22;55.97;0.00;10.35;0.00;0.07;33.61
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;23;45.33;0.00;14.87;0.18;0.07;39.56
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;24;48.22;0.00;13.03;6.37;0.05;32.34
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;25;51.50;0.00;11.39;0.28;0.09;36.74
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;26;40.12;0.00;15.99;0.59;0.13;43.18
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;27;53.49;0.00;13.84;0.12;0.09;32.46
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;28;18.46;0.00;19.45;44.72;0.59;16.78
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;29;49.67;0.00;14.76;6.57;0.20;28.80
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;30;52.31;0.00;16.12;0.04;0.16;31.37
ip-10-145-11-135.us-west-1.compute.internal;60;1440079476;31;42.67;0.00;13.00;0.37;0.18;43.78
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;-1;42.35;0.00;9.48;7.62;0.05;40.50
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;0;42.95;0.00;6.05;4.83;0.09;46.09
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;1;39.74;0.00;8.25;8.33;0.07;43.61
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;2;35.72;0.00;7.51;3.97;0.05;52.75
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;3;40.98;0.00;7.07;5.36;0.03;46.56
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;4;43.80;0.00;8.24;3.32;0.05;44.58
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;5;42.50;0.00;9.04;3.61;0.07;44.77
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;6;13.54;0.00;3.40;1.05;0.02;82.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;7;73.75;0.00;4.78;2.93;0.02;18.52
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;8;45.31;0.00;9.99;10.78;0.05;33.87
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;9;31.11;0.00;11.07;14.61;0.05;43.16
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;10;40.13;0.00;10.34;8.65;0.05;40.83
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;11;33.80;0.00;10.79;9.96;0.03;45.42
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;12;51.63;0.00;13.34;23.60;0.05;11.37
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;13;54.66;0.00;8.00;10.60;0.03;26.71
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;14;22.91;0.00;8.65;26.20;0.03;42.21
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;15;39.87;0.00;13.72;14.86;0.05;31.50
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;16;29.97;0.00;7.86;1.05;0.07;61.05
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;17;29.95;0.00;4.36;1.05;0.03;64.61
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;18;29.21;0.00;8.74;1.49;0.05;60.51
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;19;37.44;0.00;7.13;0.94;0.05;54.44
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;20;28.12;0.00;7.78;1.66;0.05;62.38
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;21;34.84;0.00;4.54;0.80;0.03;59.79
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;22;76.02;0.00;6.30;0.27;0.05;17.35
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;23;14.08;0.00;4.87;4.16;0.03;76.86
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;24;53.01;0.00;12.56;5.30;0.05;29.08
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;25;58.21;0.00;15.21;6.83;0.05;19.70
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;26;64.77;0.00;10.98;2.48;0.03;21.73
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;27;69.97;0.00;12.19;3.16;0.03;14.65
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;28;27.75;0.00;25.78;43.54;0.34;2.59
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;29;37.29;0.00;12.69;5.94;0.05;44.03
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;30;59.98;0.00;9.90;8.25;0.05;21.82
ip-10-145-11-135.us-west-1.compute.internal;60;1440079536;31;51.52;0.00;14.45;8.15;0.03;25.85
